用户名,评论时间,评论内容,点赞数
股友lQZFHH,2020-02-24 09:51:17,同时进入韩国三星，LG和宁德时代，比亚迪等巨头产业链， 三元材料及钴粉，镍粉产能不断增加，参股公司石墨烯产品有望量产。循环经济前途无量，美丽中国魅力无穷！发展新能源汽车是历史性产业机遇，无论谁开发新能源汽车，上游电池材料都将充分受益，抓住大趋势，逢低吸筹，耐心持股，必有厚报!,0
算求子,2020-02-24 09:52:48,买点,1
算求子,2020-02-24 09:52:48,买点,1
達先生,2020-02-24 09:53:22,垃圾,2
達先生,2020-02-24 09:53:22,垃圾,2
志存高远5000,2020-02-24 09:54:57,你不是锂电池吗！,0
志存高远5000,2020-02-24 09:54:57,你不是锂电池吗！,0
格海高,2020-02-24 09:56:06,今天又跌啦,0
敢做钉子户,2020-02-24 09:56:47,继续流出2亿？,1
敢做钉子户,2020-02-24 09:56:47,继续流出2亿？,1
给你摸一下,2020-02-24 09:59:53,割肉了,2
给你摸一下,2020-02-24 09:59:53,割肉了,2
股友stL4RV,2020-02-24 10:01:13,买那个那个绿,1
股友stL4RV,2020-02-24 10:01:13,买那个那个绿,1
股友gbkEHb,2020-02-24 10:01:48,废了！,1
股友gbkEHb,2020-02-24 10:01:48,废了！,1
妖怪那里走,2020-02-24 10:02:11,最后一跌,0
妖怪那里走,2020-02-24 10:02:11,最后一跌,0
北极草,2020-02-24 10:03:22,5.67被洗出去了，祝留下的发财,2
北极草,2020-02-24 10:03:22,5.67被洗出去了，祝留下的发财,2
万代富贵13168,2020-02-24 10:06:11,抄底成功!!!!!!!!!!!!!!!,5
万代富贵13168,2020-02-24 10:06:11,抄底成功!!!!!!!!!!!!!!!,5
昵称啥的不重要,2020-02-24 10:06:58,差不多得了啊,4
昵称啥的不重要,2020-02-24 10:06:58,差不多得了啊,4
蛋蛋_忧伤,2020-02-24 10:07:00,辣鸡中的战斗，即买即套，没商量！,2
蛋蛋_忧伤,2020-02-24 10:07:00,辣鸡中的战斗，即买即套，没商量！,2
万代富贵13168,2020-02-24 10:07:59,大家不要说话，让庄家折腾！！！！！！！！看他怎么玩,3
万代富贵13168,2020-02-24 10:07:59,大家不要说话，让庄家折腾！！！！！！！！看他怎么玩,3
红色系,2020-02-24 10:09:52,【2月24日资讯总结】一、要闻速递1：毫不放松抓紧抓实抓细防控工作，统筹做好经济社会发展各项工作。2：中央应对疫情领导小组：提高疫情防治人员薪酬待遇。3：国家发改委：企业电费减免5%，提前施行天然气淡季价格。4：三部门：6月底前企业可申请缓缴住房公积金。5：商务部：有序安排商贸企业复工营业。6：外汇局：1月银行代客涉外收付款顺差515亿元。7：民航局正在积极推动新开工一批重大机场建设项目。8：富时罗素新纳入141只A股纳入因子提升至25%。9：央行副行长：未来将适时适度对存款基准利率进行调整。今日聚焦利好个股1：格林美（002340）公司四氧化三钴、钴酸锂等产品主要用于消费电子领域2：永太科技（002326）光刻胶项目正在积极与下游客户商谈合作3：精锻科技（300258）拟斥资1亿-2亿元回购股份4：首航高科（002665）签订金塔熔盐塔式10万千瓦光热发电项目投资合作协议5：拉卡拉（300773）与华为软件技术有限公司签订业务合作框架协议。6：科大讯飞（002230）申请医疗物资豁免实体清单获得美国商务部批准。7：隆基股份（601012）拟以17.8亿元的价格收购宁波宜则100%股权。8：美的集团（000333）拟继续回购4000万-8000万股，预计回购金额不超52亿元。9：联化科技（002250）2019年净利润1.37亿元，同比上涨264.40%。,1
红色系,2020-02-24 10:09:52,【2月24日资讯总结】一、要闻速递1：毫不放松抓紧抓实抓细防控工作，统筹做好经济社会发展各项工作。2：中央应对疫情领导小组：提高疫情防治人员薪酬待遇。3：国家发改委：企业电费减免5%，提前施行天然气淡季价格。4：三部门：6月底前企业可申请缓缴住房公积金。5：商务部：有序安排商贸企业复工营业。6：外汇局：1月银行代客涉外收付款顺差515亿元。7：民航局正在积极推动新开工一批重大机场建设项目。8：富时罗素新纳入141只A股纳入因子提升至25%。9：央行副行长：未来将适时适度对存款基准利率进行调整。今日聚焦利好个股1：格林美（002340）公司四氧化三钴、钴酸锂等产品主要用于消费电子领域2：永太科技（002326）光刻胶项目正在积极与下游客户商谈合作3：精锻科技（300258）拟斥资1亿-2亿元回购股份4：首航高科（002665）签订金塔熔盐塔式10万千瓦光热发电项目投资合作协议5：拉卡拉（300773）与华为软件技术有限公司签订业务合作框架协议。6：科大讯飞（002230）申请医疗物资豁免实体清单获得美国商务部批准。7：隆基股份（601012）拟以17.8亿元的价格收购宁波宜则100%股权。8：美的集团（000333）拟继续回购4000万-8000万股，预计回购金额不超52亿元。9：联化科技（002250）2019年净利润1.37亿元，同比上涨264.40%。,1
御神机,2020-02-24 10:16:22,果真是极品垃圾啊,0
御神机,2020-02-24 10:16:22,果真是极品垃圾啊,0
啊2021怎么看,2020-02-24 10:17:46,格林美被错杀了,2
啊2021怎么看,2020-02-24 10:17:46,格林美被错杀了,2
多欲心烦陆家老大,2020-02-24 10:18:39,三元见,0
小鳄鱼plus,2020-02-24 10:19:42,图片评论,0
小鳄鱼plus,2020-02-24 10:19:42,图片评论,0
花钱树,2020-02-24 10:19:47,回收旧电池的,2
花钱树,2020-02-24 10:19:47,回收旧电池的,2
nkh6666666,2020-02-24 10:20:22,真羡慕那些6块多跑了的，没有被忽悠到。,0
nkh6666666,2020-02-24 10:20:22,真羡慕那些6块多跑了的，没有被忽悠到。,0
万代富贵13168,2020-02-24 10:21:27,天天利好有屁用，庄家不吊你没有用！！！！！！！！！！！！！！！！！！！！,0
万代富贵13168,2020-02-24 10:21:27,天天利好有屁用，庄家不吊你没有用！！！！！！！！！！！！！！！！！！！！,0
老东北人家,2020-02-24 10:21:46,没什么可看的了，又融资又增发的,0
老东北人家,2020-02-24 10:21:46,没什么可看的了，又融资又增发的,0
红色系,2020-02-24 10:22:09,够呛能发,0
红色系,2020-02-24 10:22:09,够呛能发,0
专业打庄,2020-02-24 10:22:18,注意：5.5左右止跌企稳，加大仓位，坐等收益。,2
专业打庄,2020-02-24 10:22:18,注意：5.5左右止跌企稳，加大仓位，坐等收益。,2
Pole,2020-02-24 10:24:13,下跌像撒尿一样爽快，上涨就像吃屎一样难！真垃圾！利空跌，利好也跌！这个股是爹太多了,0
Pole,2020-02-24 10:24:13,下跌像撒尿一样爽快，上涨就像吃屎一样难！真垃圾！利空跌，利好也跌！这个股是爹太多了,0
经纶如意的陈家洛,2020-02-24 10:25:32,还敢买牛B,0
经纶如意的陈家洛,2020-02-24 10:25:32,还敢买牛B,0
格林美股友,2020-02-24 10:26:10,贵公司要参与5G手机了吗？格林美：感谢您的关注！公司四氧化三钴、钴酸锂等产品主要用于消费电子领域。其中，用于生产4.40V钴酸锂的大颗粒四氧化三钴已经是公司的成熟产品，每年销售10000吨以上；用于生产4.45V钴酸锂的掺杂型大颗粒四氧化三钴及掺杂型小颗粒四氧化三钴已经开发成功，将逐步投放市场。根据“生产一代，研发一代，储备一代＂的研发方针，公司生产的4.40V钴酸锂材料，容量发挥为173.6mAh/g，已经批量供货三星；4.45V钴酸锂材料已经通过客户认证，容量发挥为178.5mAh/g；公司正在加速开发4.48V钴酸锂材料，预计容量发挥可达181mAh/g。公司相信通过电池材料能量密度的提升，将有效提升消费电子产品待机续航能力，助推5G产业的发展。(来自：深交所互动易)（来自 全景•路演天下）  答复时间 2020-02-25 22:13:36,1
格林美股友,2020-02-24 10:26:10,贵公司要参与5G手机了吗？格林美：感谢您的关注！公司四氧化三钴、钴酸锂等产品主要用于消费电子领域。其中，用于生产4.40V钴酸锂的大颗粒四氧化三钴已经是公司的成熟产品，每年销售10000吨以上；用于生产4.45V钴酸锂的掺杂型大颗粒四氧化三钴及掺杂型小颗粒四氧化三钴已经开发成功，将逐步投放市场。根据“生产一代，研发一代，储备一代＂的研发方针，公司生产的4.40V钴酸锂材料，容量发挥为173.6mAh/g，已经批量供货三星；4.45V钴酸锂材料已经通过客户认证，容量发挥为178.5mAh/g；公司正在加速开发4.48V钴酸锂材料，预计容量发挥可达181mAh/g。公司相信通过电池材料能量密度的提升，将有效提升消费电子产品待机续航能力，助推5G产业的发展。(来自：深交所互动易)（来自 全景•路演天下）  答复时间 2020-02-25 22:13:36,1
步408742,2020-02-24 10:27:27,拜拜，留下发财,0
步408742,2020-02-24 10:27:27,拜拜，留下发财,0
步408742,2020-02-24 10:27:53,拜拜，留下的发财,0
步408742,2020-02-24 10:27:53,拜拜，留下的发财,0
股友PsSArA,2020-02-24 10:27:56,加油,0
股友PsSArA,2020-02-24 10:27:56,加油,0
任珂慧,2020-02-24 10:28:10,跌不下去 没法补仓啊,0
任珂慧,2020-02-24 10:28:10,跌不下去 没法补仓啊,0
小鹰UFC_29,2020-02-24 10:28:11,许教授忍不住了,1
小鹰UFC_29,2020-02-24 10:28:11,许教授忍不住了,1
GrayF,2020-02-24 10:28:16,洗盘结束开始拉了,0
GrayF,2020-02-24 10:28:16,洗盘结束开始拉了,0
guoms2000,2020-02-24 10:28:24,别慌，许老板来了,2
guoms2000,2020-02-24 10:28:24,别慌，许老板来了,2
对韭当割陈一刀,2020-02-24 10:29:38,万手哥加油。,0
对韭当割陈一刀,2020-02-24 10:29:38,万手哥加油。,0
格林美资讯,2020-02-24 10:30:10,来源：东方财富Choice数据以下是格林美在北京时间2月24日10:30分盘口异动快照：2月24日，格林美盘中快速反弹，5分钟内涨幅超过2%，截至10点30分，报5.87元，成交7.70亿元，换手率3.25%。注：以上信息仅供参考，不对您构成任何投资建议。（文章来源：东方财富Choice数据） [点击查看原文],0
格林美资讯,2020-02-24 10:30:10,来源：东方财富Choice数据以下是格林美在北京时间2月24日10:30分盘口异动快照：2月24日，格林美盘中快速反弹，5分钟内涨幅超过2%，截至10点30分，报5.87元，成交7.70亿元，换手率3.25%。注：以上信息仅供参考，不对您构成任何投资建议。（文章来源：东方财富Choice数据） [点击查看原文],0
深圳斑马外贸,2020-02-24 10:30:15,抄到底了？,0
深圳斑马外贸,2020-02-24 10:30:15,抄到底了？,0
倔强又温柔的羊,2020-02-24 10:30:21,犹豫了一下，结果它飙了。算了，反正手里也不少了。,1
倔强又温柔的羊,2020-02-24 10:30:21,犹豫了一下，结果它飙了。算了，反正手里也不少了。,1
专杀主力刽子手,2020-02-24 10:30:33,格林美庄家你好狠成功把我洗出去你就拉,0
专杀主力刽子手,2020-02-24 10:30:33,格林美庄家你好狠成功把我洗出去你就拉,0
股友GcL8aN,2020-02-24 10:30:55,主力不死心,0
股友GcL8aN,2020-02-24 10:30:55,主力不死心,0
青青草原一片,2020-02-24 10:31:26,要涨停了,0
青青草原一片,2020-02-24 10:31:26,要涨停了,0
辽B88558,2020-02-24 10:32:06,4.64换成千红制药，看看能不能追个板，反正这个格林美庄家它不想往上涨了，接下来也就是震荡。,1
辽B88558,2020-02-24 10:32:06,4.64换成千红制药，看看能不能追个板，反正这个格林美庄家它不想往上涨了，接下来也就是震荡。,1
翻砂子种金子,2020-02-24 10:32:28,您肯定是底么,0
翻砂子种金子,2020-02-24 10:32:28,您肯定是底么,0
任珂慧,2020-02-24 10:33:22,可惜了 没补仓 跌幅太小 套的点位太少不好补,0
任珂慧,2020-02-24 10:33:22,可惜了 没补仓 跌幅太小 套的点位太少不好补,0
万代富贵13168,2020-02-24 10:34:11,大盘大大跌就是格林美的机会！！！！！！！！！！！！！！！！！,0
万代富贵13168,2020-02-24 10:34:11,大盘大大跌就是格林美的机会！！！！！！！！！！！！！！！！！,0
Alchen,2020-02-24 10:34:16,走太早了,0
Alchen,2020-02-24 10:34:16,走太早了,0
风过飘零01,2020-02-24 10:34:35,沙雕喜欢割肉，买股票只有装死才能赚钱，折腾来折腾去越亏越多,0
风过飘零01,2020-02-24 10:34:35,沙雕喜欢割肉，买股票只有装死才能赚钱，折腾来折腾去越亏越多,0
妖怪那里走,2020-02-24 10:34:40,抄底了吗？,0
妖怪那里走,2020-02-24 10:34:40,抄底了吗？,0
春水一江软,2020-02-24 10:34:50,还不拉都破线了，还蹭不蹭热度了你,0
春水一江软,2020-02-24 10:34:50,还不拉都破线了，还蹭不蹭热度了你,0
塞北股民,2020-02-24 10:34:51,期待！,0
塞北股民,2020-02-24 10:34:51,期待！,0
老牛1969,2020-02-24 10:35:07,厉害了，今天所有人都能解套。,1
老牛1969,2020-02-24 10:35:07,厉害了，今天所有人都能解套。,1
一直有进步o,2020-02-24 10:35:40,买啊，，格林美6.5的值,0
一直有进步o,2020-02-24 10:35:40,买啊，，格林美6.5的值,0
寒石742,2020-02-24 10:35:47,起飞小美，展现你的倩影。,0
寒石742,2020-02-24 10:35:47,起飞小美，展现你的倩影。,0
幸运一生幸福,2020-02-24 10:35:57,什么情况？,0
幸运一生幸福,2020-02-24 10:35:57,什么情况？,0
蛋蛋_忧伤,2020-02-24 10:36:02,走了一部分，不玩这支票了,0
蛋蛋_忧伤,2020-02-24 10:36:02,走了一部分，不玩这支票了,0
雲雾缭绕中,2020-02-24 10:36:25,我被成功冼出了,0
雲雾缭绕中,2020-02-24 10:36:25,我被成功冼出了,0
优雅转身miss,2020-02-24 10:36:26,这庄真恶！为什么要定增呀格林美！,0
优雅转身miss,2020-02-24 10:36:26,这庄真恶！为什么要定增呀格林美！,0
春水一江软,2020-02-24 10:37:27,每日阳痿一射，这套路永远只有这一招。。。,0
無股丰登,2020-02-24 10:37:40,翻红了，好事儿,1
买什么什么就涨,2020-02-24 10:37:57,为什么涨？钴都跌停板,0
涨停是别人的,2020-02-24 10:38:20,已赚了1万2。5.73又进94手。赚小菜铜钱，走了涨停是别人的事，说明只能赚这点。否则心态要做坏！赤峰了7元走，如今9元多了！宝安也涨两档多了！,1
st未名,2020-02-24 10:38:41,上6块,2
hhgpzdhn,2020-02-24 10:41:27,不断的砸盘，就怕你们会砸到雷啊。,1
诚信乃为人之本,2020-02-24 10:42:01,硬不起来,0
妖怪那里走,2020-02-24 10:42:33,基本上是满仓了，你们怕什么？,10
不会起名啊,2020-02-24 10:43:22,乘胜追击，打爆空头，感谢多头主力,0
如梦令8,2020-02-24 10:44:49,nan,0
诚信乃为人之本,2020-02-24 10:45:47,你们打吧，我就看看,0
买什么什么就涨,2020-02-24 10:45:56,必须跌停，不跌停不加仓,1
涨要卖跌敢买追跌杀涨,2020-02-24 10:47:47,妈哒，刚卖就拉，服了,0
最多半仓操作,2020-02-24 10:48:02,主力已经按不住了，我等站稳五日线,0
妖怪那里走,2020-02-24 10:51:00,这周有新高。,1
风险控制止盈止损,2020-02-24 10:51:23,我也是，犹豫了一下，补了一点仓，现在半仓，还没加完，算了,0
风险控制止盈止损,2020-02-24 10:51:23,我也是，犹豫了一下，补了一点仓，现在半仓，还没加完，算了,0
肥啊啊可口可乐,2020-02-24 10:52:05,谢谢空方给的吸筹机会,1
股友UJDy5C,2020-02-24 10:54:37,多空存分歧，下打有的是接盘的,0
股友UJDy5C,2020-02-24 10:54:37,多空存分歧，下打有的是接盘的,0
春水一江软,2020-02-24 10:57:42,许老板是谁,0
春水一江软,2020-02-24 10:57:42,许老板是谁,0
股友bOizAW,2020-02-24 10:58:29,我好像评论不了,0
股友bOizAW,2020-02-24 10:58:29,我好像评论不了,0
股友bOizAW,2020-02-24 11:01:29,我5.08的本被套2年了，春节后第一天2月3号回来5.19又加仓，全买了，2月6号收盘前6.35全卖了，一直到今天早上5.77，又买了一点,0
股友bOizAW,2020-02-24 11:01:29,我5.08的本被套2年了，春节后第一天2月3号回来5.19又加仓，全买了，2月6号收盘前6.35全卖了，一直到今天早上5.77，又买了一点,0
肥啊啊可口可乐,2020-02-24 11:03:24,你把主力吓坏了,0
肥啊啊可口可乐,2020-02-24 11:03:24,你把主力吓坏了,0
一年赚一杯,2020-02-24 11:05:02,再等您更新呢,0
辽B88558,2020-02-24 11:07:07,不喜欢格林美这样热门的大盘股股票，原因是庄家肆无忌惮的上下做差价，小散没有可参考大盘的指数波动，总是不好选择精准的卖出和买进的价位，好像就是靠瞎蒙，它不像其它中小盘活跃的那么容易判断高低点位置，不过这个格林美下来的时间有点长了，想要再起来就会很磨叽。在目前大盘的市场环境下，还在这股里面陪着他们庄家玩T就不合算了，因为换成别的弄个板还是机会很多的。,0
辽B88558,2020-02-24 11:07:07,不喜欢格林美这样热门的大盘股股票，原因是庄家肆无忌惮的上下做差价，小散没有可参考大盘的指数波动，总是不好选择精准的卖出和买进的价位，好像就是靠瞎蒙，它不像其它中小盘活跃的那么容易判断高低点位置，不过这个格林美下来的时间有点长了，想要再起来就会很磨叽。在目前大盘的市场环境下，还在这股里面陪着他们庄家玩T就不合算了，因为换成别的弄个板还是机会很多的。,0
肥啊啊可口可乐,2020-02-24 11:09:00,大跌那天 定增消息的公布有稳定投资者情绪的作用 但这会倒是成压价缘由了,0
肥啊啊可口可乐,2020-02-24 11:09:00,大跌那天 定增消息的公布有稳定投资者情绪的作用 但这会倒是成压价缘由了,0
一代鹞鹰,2020-02-24 11:12:17,同我一样，不过我今天低位进的,0
股友7zk3B1,2020-02-24 11:12:44,主力想绝对控盘，上面还有抛压就不会拉。,0
财富自由之道9,2020-02-24 11:14:07,等死吧你,0
股友oSLhyk,2020-02-24 11:19:14,nan,0
红色系,2020-02-24 11:22:22,早晨丢了不少筹码，看来还要洗,0
红色系,2020-02-24 11:22:22,早晨丢了不少筹码，看来还要洗,0
蛋蛋_忧伤,2020-02-24 11:24:39,5.7买不香么，非要6.13,0
股友l0DoTi,2020-02-24 11:25:53,我16万股 前一段卖了5万股,0
股友UJDy5C,2020-02-24 11:26:43,5.7可以放心补,0
股友UJDy5C,2020-02-24 11:26:43,5.7可以放心补,0
股友ELOFBE,2020-02-24 11:27:02,很正常。今天本身就是找底部价位，价格总体肯定是往上涨的。我是5.80入的。,0
股友ELOFBE,2020-02-24 11:27:02,很正常。今天本身就是找底部价位，价格总体肯定是往上涨的。我是5.80入的。,0
tig66,2020-02-24 11:50:04,sb,0
tig66,2020-02-24 11:50:04,sb,0
股友MOE9pn,2020-02-24 12:01:00,真吗，老大,0
之士多,2020-02-24 12:19:49,我没犹豫，跌4个点，直接加仓300手。目前700手，长线资金2成仓。,0
之士多,2020-02-24 12:19:49,我没犹豫，跌4个点，直接加仓300手。目前700手，长线资金2成仓。,0
大牛2021,2020-02-24 12:20:37,真是个庄,0
大牛2021,2020-02-24 12:20:37,真是个庄,0
辽B88558,2020-02-24 13:11:08,它要是按照疫情防御消毒水感念来向上炒，今天就该略高开向上过6元了，哪知道它往下走那就会低位墨迹没完没了了。还是庄家它目前不想往上做了。所以只能和它白白了。,0
辽B88558,2020-02-24 13:11:08,它要是按照疫情防御消毒水感念来向上炒，今天就该略高开向上过6元了，哪知道它往下走那就会低位墨迹没完没了了。还是庄家它目前不想往上做了。所以只能和它白白了。,0
妖怪那里走,2020-02-24 13:37:27,不要出去追高，容易两边挨打。,0
长缨握在手,2020-02-24 13:39:02,准备洗到什么时间？差不多行了。,2
基民VU1RqF,2020-02-24 13:42:43,瘟股,1
任珂慧,2020-02-24 13:43:09,看看湘潭电化,0
广告播,2020-02-24 13:48:28,可持续发展懂不,0
股友N8oIVh,2020-02-24 13:51:20,垃圾,0
股友N8oIVh,2020-02-24 13:51:50,直接跌停得了,0
风过飘零01,2020-02-24 13:53:52,大神斗法，小散观摩,0
招财懒CAT,2020-02-24 13:54:40,鼎讯通讯火箭发射,0
对韭当割陈一刀,2020-02-24 13:56:34,差不多早呢，庄家意图明显。就是不给涨,0
妖怪那里走,2020-02-24 13:57:18,压盘真下力气，全部是上万手，牛逼啊,1
青楼女子红楼梦,2020-02-24 13:59:10,抛单那么多，今天没戏了。,0
格林美股友,2020-02-24 13:59:37,公司在超级电容 干电池方面有技术储备吗格林美：感谢您的关注！公司作为全球新能源电池材料领域的龙头企业，主营产品为用于手机等3C市场的锂电池用钴材料，以及用于新能源汽车及储能市场的高镍与单晶高端三元前驱体材料。随着新能源汽车长续航、高安全、低成本的发展趋势，高镍化已经成为三元动力电池主要的发展方向。根据“生产一代，研发一代，储备一代＂的研发方针，公司三元前驱体定位于高镍与单晶高端产品，全面掌握了高镍（NCA&NCM6系、7系、8系及9系）与单晶材料的制造技术，高镍与单晶销售占总销量的80%以上，成为全球三元前驱体制造领域能够大规模制造NCA&NCM全系列产品的少数企业之一，主流供应三星、CATL、ECOPRO、LGC、厦门钨业、容百科技等世界顶端优质客户。同时，为了保障高镍电池材料的安全性，公司已研发并掌握了核壳高镍材料、NCMA四元前驱体材料等关键技术。另外，近年来氢燃料电池研发、示范和商业化应用的资金投入不断增加，发展迅速，但由于其相关零部件高度依赖进口且用到了Pt金属作为催化剂，导致其制造成本昂贵，目前很难大规模应用。根据公司“生产一代，研发一代，储备一代＂的研发方针，公司在位于湖北荆门的国家工程技术中心成立了氢燃料电池材料研究中心，研发氢燃料电池用关键催化剂材料，为应对未来技术发展做准备。(来自：深交所互动易)（来自 全景•路演天下）  答复时间 2020-02-25 22:16:11,0
真好生活,2020-02-24 14:00:04,马上,0
御神机,2020-02-24 14:02:52,垃圾股太坑了,1
请输入您的金额,2020-02-24 14:02:59,做永远的站岗人,1
股友J7fDrB2921,2020-02-24 14:03:19,快跑一会儿大盘暴跌，格林美和华友钴业一起跌停！华友已跌停！无钴电池使格林美成为弃儿！,1
陈生荣,2020-02-24 14:04:14,格林美已经满仓，半年翻倍！,1
瓦西里的刀,2020-02-24 14:06:27,预计周三拉升,0
丘先生12,2020-02-24 14:07:43,快跑,0
丘先生12,2020-02-24 14:08:08,跑得快,0
如梦令8,2020-02-24 14:08:15,nan,0
腾阿华,2020-02-24 14:09:26,哈哈，有点稳大了！,0
妖怪那里走,2020-02-24 14:10:18,短线的挂5，98可以走了。,0
tcl老股东,2020-02-24 14:11:35,2点30开始表演！,0
小股东0000999,2020-02-24 14:15:49,这是股票吗？,0
听松007,2020-02-24 14:16:45,这个股太不活跃了,0
小股东0000999,2020-02-24 14:19:14,没钱了,0
不买涨停股3258,2020-02-24 14:19:29,没有可比性。,0
nkh6666666,2020-02-24 14:19:56,感觉我割什么就涨什么清了3分之2了，看你是涨还是跌,0
股友ji2Rck,2020-02-24 14:20:02,大坑,0
财运生财地周伯通,2020-02-24 14:22:23,走了1,0
股友J7fDrB2921,2020-02-24 14:23:12,nan,0
经纶如意的陈家洛,2020-02-24 14:25:02,为了定增打压股价,0
全胜股坛,2020-02-24 14:25:22,格林美的股民们好好想想？病毒事件会这么快完了？今年是游戏股，快递股天下，姚记，顺丰，三七，放长线钓大鱼！,1
股友ji2Rck,2020-02-24 14:26:36,上压下托，什么鬼,0
万代富贵13168,2020-02-24 14:26:44,开始启动拉个不停的模式！！！！！！！！！！！！！！！！！,0
万事暴富的周伯通,2020-02-24 14:30:38,走了，不陪这个傻股完了，明天大跌,2
财运生财地周伯通,2020-02-24 14:32:19,磨人，其他的都涨了，就这个一直压着,0
大种牛DZN,2020-02-24 14:33:39,让价格涨上去了还怎么增发呀！,0
江湖人称霸霸,2020-02-24 14:34:51,跌停了 怎么了,0
一直有进步o,2020-02-24 14:38:45,聪明,0
一直有进步o,2020-02-24 14:39:06,听风就是雨,0
妖怪那里走,2020-02-24 14:43:04,涨一分就可以，5，9收盘。,0
妖怪那里走,2020-02-24 14:44:14,这操盘手是高手，牛逼，今天涨一分就可以。,0
股行天下2017,2020-02-24 14:44:53,没有到5.98，怎么走？,0
李芒忙,2020-02-24 14:45:58,卖的人真多,0
新东湖,2020-02-24 14:48:11,又玩涨一分的节奏,0
红色系,2020-02-24 14:48:28,跌就是机会。,7
机会难求,2020-02-24 14:48:38,只能说洗洗更健康，格林美的春天要等到5月份。等不起的你可以先回家。,0
万代富贵13168,2020-02-24 14:48:49,应该是庄家问题，不活跃代表什么？？？？？？？？,0
股友dRPJG9,2020-02-24 14:52:06,一分玩了一天,0
如梦令8,2020-02-24 14:53:06,收盘涨个一分钱行不行,1
海哥的绩优股,2020-02-24 14:53:35,你就能的不得了,0
画画的猫,2020-02-24 14:56:19,胡说八道,0
腾阿华,2020-02-24 14:59:05,高水平运动员！,1
如梦令8,2020-02-24 15:00:19,开熏，今天挣了一分钱,1
错把科技加满仓,2020-02-24 15:01:54,涨两毛,0
妖怪那里走,2020-02-24 15:05:16,我买你，少挣几个板，但是竟然买了我就认了，不挣钱我是不会走的，你随便洗，我就看热闹。,6
经纶如意的陈家洛,2020-02-24 15:18:23,脑瘫了吗但凡有一点人味不能这样唱啊！！！！,0
经纶如意的陈家洛,2020-02-24 15:19:43,关键许贼又定增了。,0
很酷但不给撩,2020-02-24 15:20:30,为什么总有些人不涨停就说是垃圾股，涨停了就不见嗷嗷叫,1
股友OY1wcB,2020-02-24 15:22:10,你直白点。,0
中长线东来营业部,2020-02-24 15:22:20,一不小心多涨了一分,0
股友J7fDrB2921,2020-02-24 15:27:25,到时候大盘也开始下跌调整，格林美重回5.0元不是梦。现在大量股票已积累了及其重的获利盘，大盘调整周期将会很长，很剧烈。,3
爵士枫夕,2020-02-24 15:35:05,翻倍了,0
股友MOE9pn,2020-02-24 15:40:04,6.2,0
股友MOE9pn,2020-02-24 15:42:10,强大,0
股友l0DoTi,2020-02-24 15:43:25,不行 必须涨二分,0
李芒忙,2020-02-24 15:46:32,[图片],1
鼓海扬帆,2020-02-24 15:50:42,收到！,0
鼓海扬帆,2020-02-24 15:52:40,酒少喝，花生多吃,0
画画的猫,2020-02-24 15:53:31,涨了2分,0
留胡男123,2020-02-24 15:55:31,这货为了增发只会托底，不会拉涨的，5.7到6.1之间震荡洗盘，等增发完成再猛拉，短线的兄弟们先散了吧,1
高筑墙广积粮2021,2020-02-24 15:58:28,换庄，就是不知道他们之间有没换完了,0
好人一起发财,2020-02-24 15:58:52,888,0
好人一起发财,2020-02-24 15:59:23,你们不赚钱,0
鼓海扬帆,2020-02-24 15:59:25,可以了,0
好人一起发财,2020-02-24 15:59:34,嘿嘿,0
高筑墙广积粮2021,2020-02-24 16:00:23,这些人贪呗，涨停股就不怕他拿不住,0
好人一起发财,2020-02-24 16:00:34,555,0
妖怪那里走,2020-02-24 16:01:11,明天应该中阳以上。,5
鼓海扬帆,2020-02-24 16:01:12,别太贪心，少4分不行吗？,0
妖怪那里走,2020-02-24 16:03:17,明天启动3浪。,0
鼓海扬帆,2020-02-24 16:04:16,收到,0
妖怪那里走,2020-02-24 16:11:20,学学三安光电吧，死庄。,0
鼓海扬帆,2020-02-24 16:15:25,二分~分两天涨,0
妖怪那里走,2020-02-24 16:18:40,明天开始做踢玩吧。,0
高筑墙广积粮2021,2020-02-24 16:19:30,要是上周买华友钴业，那真是一言难尽啊现在比上不足，比下有余！,0
妖怪那里走,2020-02-24 16:20:05,少一分都不给她。,0
股行天下2017,2020-02-24 16:24:28,许总的增持价摆在那里，下跌应该没有多大空间！问题是为了定增，主力会把股价压多长时间？定增没有实施，股价都有被压盘的可能,0
妖怪那里走,2020-02-24 16:25:32,明天如果再洗，会越来越多的小散进来，毕竟别的股票涨得有点高了，所以差不多得了。,0
股友00UTXB,2020-02-24 16:27:23,游戏股我相信，本人从不网购只睇不买，快递股都是靠压炸员工工资，炸出来的,0
妖怪那里走,2020-02-24 16:28:24,格林美银行就可以给100亿贷款额度，所以不要愁没有机构来定增，放心抢着要。,0
高筑墙广积粮2021,2020-02-24 16:28:29,华友钴业打对折，直接砸跌停,0
好人一起发财,2020-02-24 16:30:10,问题是,0
妖怪那里走,2020-02-24 16:30:30,那你太保守了吧！,0
高筑墙广积粮2021,2020-02-24 16:32:44,他的业绩比华友好太多了，同行中也算排得上号，收入98亿，市值才240亿，不过这种要玩中长期,0
妖怪那里走,2020-02-24 16:33:50,这几天都是外资流出，机构没跑，华友40以下可以满仓。,0
妖怪那里走,2020-02-24 16:37:37,以后给你补回来。,0
基民TMlC5f,2020-02-24 16:40:32,还好，5-71买的，5.88卖的,4
